depth,tvd,inclination,azimuth,formation_strength,pore_pressure,fracture_gradient,formation_type,abrasiveness,wob,rpm,flow_rate,mud_weight,bit_diameter,pipe_od,time,bit_wear
0.0,0.0,0.0,342.2571503075698,21.131441347494373,109.47254775455129,1400.0,2,0.7474607206139199,88.99831737464243,109.0620561175541,1116.1431852280875,1321.1367911630982,17.5,7.0,2024-01-01 00:00:00,0.03205987576765866
15.075376884422111,15.075376884422111,0.0,263.51781905210584,24.387760931727417,102.59454924721364,1520.3002277663347,1,0.7300634082089619,52.62121677413833,172.67623943721324,1514.6872977993748,1384.8547657851768,8.5,3.4000000000000004,2024-01-01 01:00:00,0.0
30.150753768844222,30.150753768844222,0.0,215.5170543109332,21.1756725976458,148.5303013282285,1491.0124471314498,0,0.5287160488868536,50.79783479939164,69.61183729416291,1457.8446761747655,1116.367953998965,12.25,4.9,2024-01-01 02:00:00,0.0034595682572915653
45.22613065326633,45.22613065326633,0.0,56.16671055927715,14.367986844736468,112.6471467663252,1554.1647664810605,2,0.4955848830401899,83.31103307210293,183.18874245575876,878.9878905902705,1069.6859899870099,12.25,4.9,2024-01-01 03:00:00,0.0
60.301507537688444,60.301507537688444,0.0,56.158027321032954,25.84975203698121,97.39130672160141,1496.5390960769275,1,0.43647968742815746,107.549461064208,137.9445280904259,1113.5242148249301,1304.7668137718902,12.25,4.9,2024-01-01 04:00:00,0.0010241749005753167
75.37688442211055,75.37688442211055,0.0,20.910100380551807,27.37929715179211,144.73702857194965,1576.3591543214316,1,0.5383384141651841,96.9849501714678,103.82658288562298,860.959676501189,1005.726557770405,12.25,4.9,2024-01-01 05:00:00,0.02734023736538596
90.45226130653266,90.45226130653266,0.0,311.82341247897665,24.577027937465555,133.05345709892123,1479.747188171778,1,0.3221883317666184,112.19026930496855,80.58951080453089,704.636739602178,1062.2510439783896,17.5,7.0,2024-01-01 06:00:00,0.0
105.52763819095478,105.52763819095478,0.0,216.40140422755516,16.282790072102443,146.87451962397176,1404.3126503473488,2,0.7260967666735039,86.57027048017183,118.44842700440977,1573.633596498781,1022.0253031001457,8.5,3.4000000000000004,2024-01-01 07:00:00,0.0
120.60301507537689,120.60301507537689,0.0,254.90612800657638,17.450133027434127,109.84166279494748,1570.6701042948898,0,0.3177111842092725,108.58203088180092,85.68062612019664,799.6815904712026,1067.499704439304,17.5,7.0,2024-01-01 08:00:00,0.0
135.678391959799,135.678391959799,0.0,7.410417946488881,15.70464365399534,133.09402172560195,1478.1745106816963,2,0.4645256826849355,78.44701402112416,82.38960434381342,843.2321341529953,1091.3971360464795,12.25,4.9,2024-01-01 09:00:00,0.0
150.7537688442211,150.7537688442211,0.0,349.16754677831796,25.35742448809618,86.01838770297489,1443.600468489457,2,0.765794744159495,85.20456970224427,135.82807359111618,1391.8572563715031,1201.648675499182,17.5,7.0,2024-01-01 10:00:00,0.023051637132157268
165.82914572864323,165.82914572864323,0.0,299.6793506881518,28.00023906930594,132.26304279114768,1525.677042791493,0,0.6676063272617263,111.9149092564644,126.12535201321319,1357.1558733737804,1250.2416292621494,8.5,3.4000000000000004,2024-01-01 11:00:00,0.0
180.90452261306532,180.90452261306532,0.0,76.44207984417942,23.93147644641291,114.93597309622447,1515.1767450904513,0,0.4406954802887634,122.70328386323962,139.298814973741,1358.355814670682,1451.9862345408574,17.5,7.0,2024-01-01 12:00:00,0.05445890773198223
195.97989949748745,195.97989949748745,0.0,65.45698819455622,26.662476919784922,92.4968308393901,1570.5522337118737,0,0.42632454698044253,78.71112742467187,167.19012871267935,988.590177274018,1282.3508324442591,8.5,3.4000000000000004,2024-01-01 13:00:00,0.06745610495924943
211.05527638190955,211.05527638190955,0.0,66.02562354723618,17.772347313922225,141.75753571855049,1576.278832448047,1,0.30254106990901297,46.132202743275336,119.07208561611658,906.5094124635109,1399.1373391800216,17.5,7.0,2024-01-01 14:00:00,0.039734397663899704
226.13065326633168,226.13065326633168,0.0,109.52720746543358,22.990615794804864,86.41043882671286,1538.7006202844195,0,0.647857146424875,56.068327838605434,134.58710186805308,859.3319642796276,1061.8537973001326,8.5,3.4000000000000004,2024-01-01 15:00:00,0.08585917646316943
241.20603015075378,241.20603015075378,0.0,188.91231538760562,15.562705017926055,85.866472673791,1491.9401074267137,2,0.32439179083658654,38.96808675450778,73.1067722512345,733.0184768320756,1118.4331737371908,8.5,3.4000000000000004,2024-01-01 16:00:00,0.03524886217218516
256.2814070351759,256.2814070351759,0.0,155.50020671116167,18.703910322885466,132.87766987962362,1552.7892741164912,0,0.566301259700381,97.58248731311662,136.83710545428391,1392.9257521664824,1330.137298312814,12.25,4.9,2024-01-01 17:00:00,0.04405038886168753
271.356783919598,271.356783919598,0.0,104.8424904712951,27.10693558015046,138.56262859849556,1548.9632365939685,2,0.7810609862960249,73.76235637462196,113.47239195049845,1658.7805062166228,1024.0693815862562,8.5,3.4000000000000004,2024-01-01 18:00:00,0.09414790604904134
286.4321608040201,286.4321608040201,0.0,220.2670421000566,21.666349067071152,148.0536924806662,1571.411657844085,1,0.35473443002722693,91.90010267663008,186.60920437152274,1465.1533690210322,1228.8370765291593,12.25,4.9,2024-01-01 19:00:00,0.02089353706384156
301.5075376884422,301.5075376884422,0.0,50.21778983473506,29.061985230317593,144.99001409943352,1501.4857949660313,2,0.7472399654840337,88.3511962004695,155.20129761768658,1525.2295425157797,1291.6633058289792,12.25,4.9,2024-01-01 20:00:00,0.09450585024909758
316.58291457286435,316.58291457286435,0.0,105.17207347267853,25.85562916418862,161.19146396587902,1527.468793527552,2,0.7957376675725241,49.675958098733076,124.37852509331441,1057.128781709924,1338.48608955009,12.25,4.9,2024-01-01 21:00:00,0.00704757460738871
331.65829145728645,331.65829145728645,0.0,131.890263585729,36.988693709881574,147.17068821297704,1575.2176495353983,0,0.3307585131196175,67.81712180544386,72.41942803249813,1411.6480262191637,1013.7588358180209,17.5,7.0,2024-01-01 22:00:00,0.04991507093586722
346.73366834170855,346.73366834170855,0.0,164.18519431813294,23.936163834176817,132.02737795532158,1614.3764030128425,0,0.7414531345687306,54.3897394736867,166.27142982102652,1063.0528854991874,1143.5360105602706,17.5,7.0,2024-01-01 23:00:00,0.014789295936924664
361.80904522613065,361.80904522613065,0.0,282.6633461014849,16.586064116353562,134.70868220677494,1602.567457181899,2,0.5580395102218083,93.32219425079123,150.14368700550648,1298.6660521284239,1345.735994618403,17.5,7.0,2024-01-02 00:00:00,0.08322498182905273
376.88442211055275,376.88442211055275,0.0,71.88256157700951,23.596195940631485,132.04401843131106,1560.635406874223,0,0.75325685972229,57.82477550072618,81.79298725895006,1128.211821181317,1093.6053775993705,17.5,7.0,2024-01-02 01:00:00,0.07365496393976056
391.9597989949749,391.9597989949749,0.0,185.1243978289002,19.104519859619117,145.10553038796118,1534.4242186531887,1,0.5856594709597871,111.4580751157057,100.33996534643111,838.5634520935062,1367.8608940160345,8.5,3.4000000000000004,2024-01-02 02:00:00,0.08599005951258878
407.035175879397,407.035175879397,0.0,213.26924479033528,28.956251762859335,118.75660021660653,1581.2463043158748,1,0.6310560050532823,50.1696327602441,161.38742967423468,1058.4093146818636,1332.8400003447894,8.5,3.4000000000000004,2024-01-02 03:00:00,0.055287235976701196
422.1105527638191,422.1105527638191,0.0,16.72214857919918,24.431005849988306,149.02949924756098,1508.7470610498992,0,0.5718894539986996,148.50039199190488,84.3598926802876,1751.9750203471572,1529.9580143775022,17.5,7.0,2024-01-02 04:00:00,0.05729995219710788
437.1859296482412,437.1859296482412,0.0,218.7161466845178,23.685500210993332,141.99032282819186,1524.7278174841915,1,0.7322464401536742,78.07574931334489,168.43507218451657,918.3876019596306,1093.7507025863272,8.5,3.4000000000000004,2024-01-02 05:00:00,0.027396249504129652
452.26130653266335,452.26130653266335,0.0,61.38868452742495,23.901951120918337,150.7388338110145,1643.3277616028809,0,0.6669549594768509,130.41960542639072,102.9802856018454,780.9472962166338,1428.1244292889128,8.5,3.4000000000000004,2024-01-02 06:00:00,0.06037137837507454
467.33668341708545,467.33668341708545,0.0,23.418573474700626,28.37507092390955,152.3081290411218,1590.202226514909,2,0.5606301560902074,103.48207181228054,66.65692695432263,1128.735151238301,1310.6242842716676,12.25,4.9,2024-01-02 07:00:00,0.12081828746238686
482.41206030150755,482.41206030150755,0.0,341.59879341119995,22.56180944129173,99.1959140038361,1554.9854723565784,2,0.7340804020257734,111.11019467908041,155.5434701967398,1495.5317234223874,1229.837953035899,12.25,4.9,2024-01-02 08:00:00,0.06832466376829616
497.48743718592965,497.48743718592965,0.0,347.62753190684134,28.860123346377335,131.72286734529962,1616.0800498071528,1,0.42264276612766727,120.64961616049348,101.33249304809844,1261.0873053776438,1041.6371361531353,12.25,4.9,2024-01-02 09:00:00,0.1160513434865186
512.5628140703518,512.5628140703518,0.0,291.023045321926,30.353483982435105,149.08370812525806,1641.2331703030325,0,0.378670329851263,78.56270481252034,123.4776681400218,1491.4632064617774,1338.8624565037233,12.25,4.9,2024-01-02 10:00:00,0.11965968615338536
527.6381909547739,527.6381909547739,0.0,109.66095690241345,23.565673346520832,151.65411992952392,1556.913850730934,0,0.38020005266503604,87.12438923704582,71.76708264848988,816.6051944355706,1146.535731548802,8.5,3.4000000000000004,2024-01-02 11:00:00,0.0752638141303857
542.713567839196,542.713567839196,0.0,35.161961042298195,20.796902582334567,159.45914296391348,1560.0366380534056,1,0.46700443937261893,88.9378317201747,61.170688643075096,1358.0385515101607,1188.552117168403,17.5,7.0,2024-01-02 12:00:00,0.10365112934615157
557.7889447236181,557.7889447236181,0.0,246.32388954437647,23.013062859058074,161.82586027899464,1556.0360530411926,2,0.41934501565050875,92.09131581765989,142.57136120043404,1040.9337894959278,1021.2534846226426,8.5,3.4000000000000004,2024-01-02 13:00:00,0.05250198434790888
572.8643216080402,572.8643216080402,0.0,158.45489774625648,29.27918941790017,187.61109861948194,1634.1221641769741,1,0.7650451752548693,40.035555633130876,119.78870933390098,1624.336192763762,1413.1078288485403,8.5,3.4000000000000004,2024-01-02 14:00:00,0.05584524500810101
587.9396984924623,587.9396984924623,0.0,43.93376454412038,26.34179134268011,165.04313947120517,1636.8688271498756,2,0.352917046914292,83.82008221331566,124.31029340850654,1382.4846987614856,1380.036670436633,8.5,3.4000000000000004,2024-01-02 15:00:00,0.052855716114915054
603.0150753768844,603.0150753768844,0.0,178.26368764005727,29.18052544677388,154.04103337335965,1659.7474273710875,0,0.6494953690197938,101.27955496279706,151.7407240550376,883.3564172925429,1380.8343977621312,12.25,4.9,2024-01-02 16:00:00,0.10860402190032503
618.0904522613065,618.0904522613065,0.0,12.379867601478622,34.995591884129205,129.826575775381,1643.1437153316378,2,0.39461076989250293,106.42544170313438,140.51065196060958,571.7068277680534,1151.061391402318,12.25,4.9,2024-01-02 17:00:00,0.09562217313949413
633.1658291457287,633.1658291457287,0.0,327.3553447483615,27.486426906182952,135.94478060373572,1513.3639704004333,1,0.7408185663851751,120.27248588232187,84.36253206404864,626.6623433864125,1101.187795699542,12.25,4.9,2024-01-02 18:00:00,0.11033087385737878
648.2412060301508,648.2412060301508,0.0,93.1607933760061,22.4377276033497,175.53395680251919,1611.2843969504327,0,0.7806576440924538,110.46323804068348,105.32312827835315,1069.1205710051483,1300.8859784523872,17.5,7.0,2024-01-02 19:00:00,0.11014752005586391
