depth,tvd,inclination,azimuth,formation_strength,pore_pressure,fracture_gradient,formation_type,abrasiveness,wob,rpm,flow_rate,mud_weight,bit_diameter,pipe_od,time,bit_wear
0.0,0.0,0.0,81.7739088376777,15.584438863009536,114.36500535008382,1488.102100202971,2,0.3462581089846194,33.823152310647785,106.86197558122504,1384.344499131143,1402.1120452041828,8.5,3.4000000000000004,2024-01-01 00:00:00,0.046866291314673764
10.050251256281408,10.050251256281408,0.0,2.8914709952242568,25.538286851330284,51.1248322620154,1476.5320167034668,2,0.39160690090662614,83.52129422049494,127.0889372205235,1463.0322989288998,1254.1139221431295,12.25,4.9,2024-01-01 01:00:00,0.01972743150731106
20.100502512562816,20.100502512562816,0.0,177.14941393982943,14.081655267949891,104.50194642957582,1517.1279209059924,0,0.30524236682344985,92.87306641935717,62.270140482192204,1801.1773456112962,1045.716414063352,8.5,3.4000000000000004,2024-01-01 02:00:00,0.0
30.150753768844226,30.150753768844226,0.0,191.28989941029604,11.154413111434302,114.71987666272074,1429.7908375107986,2,0.40742205042623975,105.23154445877138,175.7509641058994,1348.8280566030608,1306.6388142680469,17.5,7.0,2024-01-01 03:00:00,0.0
40.20100502512563,40.20100502512563,0.0,72.45013123842106,9.259775939008291,93.70775389606727,1521.348777952086,0,0.2979692093918633,64.44675660693778,173.32915439510762,885.1459392864821,993.2933504000533,8.5,3.4000000000000004,2024-01-01 04:00:00,0.0
50.25125628140704,50.25125628140704,0.0,102.48278110085435,26.018027741574056,108.7586641100925,1502.8492183911487,1,0.42790895545693935,64.0413309183693,158.62014880487234,754.7290336382737,1369.079798849566,17.5,7.0,2024-01-01 05:00:00,0.03923398151242351
60.30150753768845,60.30150753768845,0.0,275.4551379054769,17.876920458123692,95.7609675266454,1505.8933346291917,0,0.26018852462295133,81.5678704627668,104.63112253543785,1394.908280719214,1347.903025713808,12.25,4.9,2024-01-01 06:00:00,0.0
70.35175879396985,70.35175879396985,0.0,169.32501313672816,13.08651163594598,89.80330796166206,1536.5111013644425,1,0.26326399778940723,92.83256406867726,118.07820764225251,1281.0909172017382,1106.9285173817127,12.25,4.9,2024-01-01 07:00:00,0.0
80.40201005025126,80.40201005025126,0.0,114.24747009609239,15.886669603808341,138.2520173500939,1594.2365019472122,2,0.33671499162802054,131.586933404149,176.11740092288366,1640.2342372272433,1218.1905056183823,17.5,7.0,2024-01-01 08:00:00,0.06451793886312901
90.45226130653268,90.45226130653268,0.0,224.145369850291,14.071794819413668,113.34659953569859,1529.716576293723,0,0.3092283475085205,111.98064830660557,163.09988078711956,1445.2992875838554,993.3737001485467,12.25,4.9,2024-01-01 09:00:00,0.0
100.50251256281408,100.50251256281408,0.0,234.99351215140513,9.349795939331285,87.93065833294747,1505.081651494183,0,0.3744347532854086,86.21661022536875,150.55192362850977,1306.4663073507127,1338.1460136181581,12.25,4.9,2024-01-01 10:00:00,0.0
